;name;country_code;country;hobbies;education;hero;influence;philosophy;slug_game;game_year
3497;GILMOUR Kirsty;GBR;Great Britain;Reading psychology books;Graduated in 2015 with a Bachelor's degree in Film Studies from The University of the West of Scotland (Ayr, GBR);Tennis player Andy Murray (GBR), three-time Grand Slam champion, two-time Olympic singles champion (2012, 2016), former world No.1;Her father, Brian, and former coach David Gilmour (GBR);"""My sister is a midwife, she brings new life into the world. I just hit a shuttlecock around for a living."" (bbc.co.uk, 10 Dec 2015)";paris-2024;2024
3507;WOODS Kimberley;GBR;Great Britain;Making and editing videos, watching TV, play with her cats;Graduated in 2017 with a Bachelor's degree in Sports and Recreation Studies from the University of Hertfordshire (Hatfield, GBR);Canoe slalom paddler Jessica Fox (AUS), four-time Olympic medallist (one gold, one silver, two bronze), 10-time individual world champion.</p><p>Heptathlete Jessica Ennis-Hill (GBR), two-time Olympic medallist (2012 gold, 2016 silver), three-time world champion (2009, 2011, 2015);"Her grandparents. ""They were the ones who got me into the sport, drove me everywhere, coached me, bought all my equipment and set me the values that I still have today."" (canoeicf.com)";"""The toughest thing about canoeing is dealing with the inconsistency. It can be uncontrollable. The weather can affect it so much and the cold can affect it but I think it's sort of getting in your head that that's not what you can control. What you can control is what you can do - the paddling you can control, but not if a boil comes up and ruins your edge. You've got to focus on what you can control rather than all the negative stuff around it. </p><p>“The best thing about canoeing is also the inconsistency. Canoeing is an adrenaline-filled sport. It's so inconsistent but that's what makes it exciting and that's what makes the races exciting as well. It's fun to see other people deal with other situations that you can't really control. It makes it quite exciting because you can be fine in one race and then completely different on the next one. You've got to find what makes you more consistent with the inconsistency of the water."" (myInfo)";paris-2024;2024
3511;FRENCH Kate;GBR;Great Britain;Travelling, horse riding, spending time with friends, family, and her dog (Hungarian Wirehaired Vizsla Juno);Bachelor of Science in Sport Performance at University of Bath (GBR);Modern pentathlete Steph Cook (GBR), 2000 Olympic champion, 2001 world champion. </p><p>Tennis player Roger Federer (SUI), 20-time Grand Slam singles champion, 2008 Olympic doubles champion, 2012 Olympic singles silver medallist;Her mother;"""Winners never quit, quitters never win."" (Athlete, 23 Jul 2016)";paris-2024;2024
3514;SINDEN Bradly;GBR;Great Britain;Played the tuba at school;Graduated in 2019 with a Level 3 BTEC Certificate in Sport from Loughborough College (GBR);"Taekwondoin Sarah Stevenson (GBR), 2008 Olympic bronze medallist, two-time world champion (2001, 2011). Great Britain's first Olympic medallist in the sport. Sinden and Stevenson grew up in Doncaster. ""Sarah showed me I could do what I wanted if I put my mind to it."" (myInfo)";"His mother Sheryl. “Without her I’m not here today. Putting the money on the line, sending me to comps (competitions), paying for me to go to comps. She believed in what I could do and wanted me to achieve my goals."" (eurosport.com, 26 Jul 2021)";“Try to be the best you can be. If you’re doing that, what else can you do? It’s all about coming away with no regrets in the end.” (doncasterfreepress.co.uk, 1 Dec 2023);paris-2024;2024
3515;MORENO Jairo;ESA;El Salvador;Walking and doing activities with his dog;Studying for a degree in Psychology at the Universidad Nacional de El Salvador (ESA);His father, Miguel;His parents;"""Every day better than the last. Enjoy and live the present, never the past or the future."" (Athlete, 21 May 2024)";paris-2024;2024
3527;VOGEL Fabian;GER;Germany;Spending time with friends, tennis, other sports activities;Studied Sport Management at WINGS, distance learning provider of Wismar University of Applied Sciences, Technology, Business and Design (GER);"German trampoline gymnast Martin Gromowski (GER), four-time world championship team member (2010, 2011, 2014, 2015), 2009 World Games and 2015 European Games synchro bronze medallist. ""What he did on the trampoline was so elegant."" (intlgymnast.com, 11 Jun 2024)</p><p> Trampoline gymnast Dylan Schmidt (NZL), 2020 Olympic bronze medalist, 2014 Youth Olympic champion, 2022 world champion. ""I like his style of jumping so much."" (intlgymnast.com, 11 Jun 2024)";"His family. ""They are always there to help me doing my sport."" (intlgymnast.com, 11 Jun 2024)";"""Everything happens for a reason."" (intlgymnast.com, 11 Jun 2024)";paris-2024;2024
3544;AZUMA Sera;JPN;Japan;Listening to music;Studied Physical Education at Nippon Sport Science University (Tokyo, JPN);Footballer Neymar (BRA), two-time Olympic medallist (one gold, one silver), Brazil's greatest goal scorer in internationals, won La Liga, Champions League and World Club titles with Barcelona, won five Ligue 1 titles with Paris Saint-Germain;Her mother Miki;"""Fencing is my life."" (myInfo)";paris-2024;2024
3702;KOVTUN Illia;UKR;Ukraine;Helping other people, recreation activities, music;Physical Education and Sport at the National University of Ukraine (Kyiv, UKR);Artistic gymnast Oleg Verniaiev (UKR), two-time 2016 Olympic medallist (parallel bars gold, individual all-around silver), five-time world championship medallist (one gold, three silver, one bronze).</p><p>Artistic gymnast Igor Radivilov (UKR), 2012 Olympic vault bronze medallist, four-time world championship vault medallist (two silver, two bronze);Coach Iryna Nadyuk and his parents;"""Enjoy the moment, here and now."" (noc-ukr.org, 13 Jul 2021)";paris-2024;2024
3709;VYSOCHANSKA Mariia;UKR;Ukraine;Spending time outdoors, reading;National University of Physical Education and Sports, Kyiv (UKR);“I have no idols. I want to be myself.” (ukraine-rg.com.ua);Her mother;"""The world belongs to the brave."" (Athlete, 9 Oct 2021)";paris-2024;2024
3721;KHARLAN Olga;UKR;Ukraine;Shopping, snowboarding;Studied Coaching at the Admiral Makarov National University of Shipbuilding (Mykolayiv, UKR);Fencer Mariel Zagunis (USA), four-time Olympic medallist - two gold (2004 and 2008 individual sabre) and two bronze (2008 and 2016 team sabre), five-time world championship medallist (two gold, three silver);Her parents;"""I always treat my rivals with respect. Before we go out onto the piste, we can be friends, talk, and on the strip we fight to the last, to show who is stronger."" (fie.org; xsport.ua, 26 May 2018)";paris-2024;2024
3775;GILES Chelsie;GBR;Great Britain;Photography, travelling, watching films;Business Management at University of Wolverhampton (GBR);"Judoka Sally Conway (GBR), 2016 Olympic bronze medallist (-70kg), 2019 World Championships bronze medallist, 2006 World Junior Championships silver medallist. ""A great person and judo player, always made me feel welcomed when I started my journey on to the senior trips.""";"""My dad always supported me and believed in me."" (Athlete 13 Mar 2024)";"""Even if you are the best, train like there is someone just ahead of you."" (Athlete, 13 Mar 2024)";paris-2024;2024
3777;REID Emma;GBR;Great Britain;Golf, walks, baking;Graduated in 2017 with a BA Hons First Class in Event Management from Coventry University (GBR);Judoka Sally Conway (GBR), 2016 Olympic bronze medallist (-70kg), 2019 World Championships bronze medallist, 2006 World Junior Championships silver medallist;"Her mother. ""I have learnt a lot from her and trust her completely.""";"""Never give up."" (Athlete, 6 Jun 2024)";paris-2024;2024
3778;RENSHALL Lucy;GBR;Great Britain;Walking her dog, going on holiday;Graduated 3 Jul 2024 as Bachelor of Arts with Honours in Physical Education and School Sport Frist Class;Judoka Sally Conway (GBR), 2016 Olympic bronze medallist (-70kg), 2019 World Championships bronze medallist, 2006 World Junior Championships silver medallist;"""My family - they are there for me through the good and bad times."" (Athlete, 5 Apr 2024)";"""Enjoy the journey and look back to see what you've already achieved while striving for more."" (Athlete, 5 Apr 2024)";paris-2024;2024
3779;YEATS-BROWN Katie-Jemima;GBR;Great Britain;Photography, video editing, dog walks, coffee, naps;Graduated in September 2023 with a first class honours degree in Sport and Exercise Science from the University of Wolverhampton;Judoka Sally Conway (GBR), 2016 Olympic bronze medallist (-70kg), 2019 World Championships bronze medallist, 2006 World Junior Championships silver medallist;"Her late sister, Jenny. ""She taught me that win or lose, you fight until the end. She sadly passed away from a brain tumour on 12 September 2022."" (Athlete, 19 Mar 2024)";"""Life is short, throw big."" (Athlete, 19 Mar 2024)";paris-2024;2024
3784;XUE Chen;CHN;China;Lego, travel and experiencing different cultures;Graduated with a Master's degree in Sports Training from Beijing Sport University (CHN);Tennis player Li Na (CHN), two-time Grand Slam singles champion (2011 French Open, 2014 Australian Open), 2012 Olympian;Coach Miao Zhihong, who trained her for 20 years, shaping her character and life view in addition to teaching her volleyball;“The mindset of succeeding heavily depends on the attitude towards being defeated.” (baidu.com);paris-2024;2024
3786;MATIC Barbara;CRO;Croatia;Spending time with friends and family, drinking coffee in the sun by the sea, reading books;Graduated with a Master's degree in Electrical Engineering, Information Technology from the University of Split (CRO);Alpine skier Janica Kostelic (CRO), six-time Olympic medallist (four gold, two silver) with three Olympic Winter Games appearances (1998, 2002, 2006), five-time world champion;"Croatian skier Janica Kostelic. ""We all watched skiing because of her, even now after she has retired. It's remarkable to see such significant sporting achievements coming from a country without high mountains and only a little snow during the winter season."" (Athlete, 31 Mar 2024)";"""Nothing is impossible. Love what you do and enjoy it."" (Athlete, 31 Mar 2024)";paris-2024;2024
3822;TERADA Masayuki;THA;Thailand;"He likes watching videos of people who are successful in various fields, especially sports.</p><p>Practises breathing control. ""The practice simply involves clearing the mind or focusing on my inner myself, quiet and relaxed. It is very important for me to use it in my practice. To apply it to my daily life and my sports."" (Athlete, 1 June 2024)";Graduated with a Bachelor's degree in Law from Yamanashi Gakuin University (JPN);Judoka An Chang-Rim (KOR), 2020 Olympic -73kg bronze medallist, three-time world championship -73kg medallist (one gold, two bronze).</p><p>Baseball player Shohei Ohtani (JPN), designated hitter for the Los Angeles Dodgers of Major League Baseball (MLB), he previously played for the Los Angeles Angels in the MLB and Hokkaido Nippon-Ham Fighters of Nippon Professional Baseball (NPB). First player in MLB history with 10 wins and 40 home runs in a season (2023) and the first Japanese-born player to win a major league home run title (led the American League with 44);"His parents and his daughter. ""They have always been there since day one and always will be. All of them have made me the person I am today and have helped all of my dreams come true. I would not be where I am today without them. My daughter is always there to give me a big hug and tell me everything will be alright."" (Athlete, 1 June 2024)";"""Nothing in your life is impossible. Enjoy your life and just do it."" (Athlete, 1 June 2024)</p><p>""Set yourself a definite goal and work hard towards that goal. And don’t let anything or anyone stop you in your process."" (Instagram, 6 Jan 2024)";paris-2024;2024
3894;MAJOR Veronika;HUN;Hungary;Baking, gym;Studied Physical Education at the Zalaegerszeg Training Centre, University of Pecs (HUN);Shooter Karoly Takacs (HUN), two-time Olympic 25m rapid fire pistol champion (1948, 1952), three-time world championship medallist (one gold, two bronze);Her mother;"""I love everything about this sport."" (issf-sports.org, 26 Feb 2019)";paris-2024;2024
3909;PENI Istvan;HUN;Hungary;Hunting, fishing, spending time with friends;Studied Business Administration and Management at the Corvinus University of Budapest (HUN);Shooter Karoly Takacs (HUN), two-time Olympic 25m rapid fire pistol champion (1948, 1952), three-time world championship medallist (one gold, two bronze);"His coaches, parents and partner. ""They are my greatest supporters."" (Athlete, 2 May 2024)";"""Never give up."" (Athlete, 2 May 2024)";paris-2024;2024
